airline_name,country,region,avg_entry_year,modern_count_2015,modern_count_2010,diversity_score,fleet_size,pct_modern_2015,pct_modern_2010,modernity_index
Rectimo Air Transports,France,Europe,1955.5454545454545,0,0,2,11,0.0,0.0,0.0
Red Wings,Russie,Europe,2006.32,0,0,2,25,0.0,0.0,0.0
Redding Aero Enterprises,Porto Rico,North America,1977.625,0,0,3,16,0.0,0.0,0.0
Redstar Aviation,Turquie,Europe,1995.8,0,0,3,10,0.0,0.0,0.0
Rimbun Air,Timor oriental,Asia,1986.6,0,0,2,5,0.0,0.0,0.0
RiseAir,Canada,North America,1972.8823529411768,0,0,6,17,0.0,0.0,0.0
Romania - Air Force,Guernesey,Europe,1989.0,0,0,3,11,0.0,0.0,0.0
Rossiya,Russie,Europe,2002.685950413223,0,0,7,121,0.0,0.0,0.0
Royal Air Freight,Porto Rico,North America,1984.2333333333331,0,0,5,30,0.0,0.0,0.0
Royal Brunei Airlines,Brunei,Asia,2014.0,0,7,1,7,0.0,100.0,0.0
Royal Jordanian,Jordanie,Asia,2001.6153846153843,0,4,4,13,0.0,30.76923076923077,0.0
Ruili Airlines,Taïwan,Asia,1988.6,0,0,2,25,0.0,0.0,0.0
RusJet,Russie,Europe,1994.6,0,0,5,15,0.0,0.0,0.0
Russia - Air Force,Russie,Europe,1978.9714285714283,0,0,3,35,0.0,0.0,0.0
Russia - Ministry of Emergency Situations (MChS),Russie,Europe,1988.1538461538464,0,0,5,13,0.0,0.0,0.0
Russia - Special Flight Squadron,Russie,Europe,1997.9545454545453,0,0,6,22,0.0,0.0,0.0
Rutaca Airlines,Venezuela,South America,1983.0,0,0,3,6,0.0,0.0,0.0
RwandAir,Rwanda,Africa,1995.8,0,0,3,10,0.0,0.0,0.0
Ryan Air (USA),Porto Rico,North America,1973.0,0,0,4,19,0.0,0.0,0.0
Ryanair,Malte,Europe,2002.2923875432523,163,163,4,578,28.20069204152249,28.20069204152249,0.2820069204152249
S7 Airlines,Russie,Europe,2005.0,8,39,7,89,8.98876404494382,43.82022471910113,0.0898876404494382
SAAB Aircraft,Suède,Europe,1986.1666666666667,0,0,3,6,0.0,0.0,0.0
SAF Helicopteres,France,Europe,1988.578947368421,0,0,4,38,0.0,0.0,0.0
SANSA,Costa Rica,North America,1982.0,0,0,1,12,0.0,0.0,0.0
SAS,Irlande,Europe,2011.0294117647056,3,83,6,102,2.941176470588235,81.37254901960785,0.0294117647058823
SATENA,Colombie,South America,1983.636363636364,0,0,3,11,0.0,0.0,0.0
SCAT,Kazakhstan,Asia,1994.590909090909,3,3,6,22,13.636363636363637,13.636363636363637,0.1363636363636363
SD Aviation,France,Europe,2009.5,0,3,3,6,0.0,50.0,0.0
SF Airlines,Taïwan,Asia,1984.0232558139533,0,0,5,86,0.0,0.0,0.0
SKY Airline,Chili,South America,2014.388888888889,7,36,2,36,19.444444444444446,100.0,0.1944444444444444
SKY express,Grèce,Europe,2014.3076923076924,2,13,2,13,15.384615384615383,100.0,0.1538461538461538
STAjets,Porto Rico,North America,1991.111111111111,0,0,4,9,0.0,0.0,0.0
Safarilink Aviation,Kenya,Africa,1982.0,0,0,1,10,0.0,0.0,0.0
Saint Louis University Flight School,Porto Rico,North America,1991.0,0,0,1,9,0.0,0.0,0.0
Samaritan's Purse,Porto Rico,North America,1973.0,0,0,8,8,0.0,0.0,0.0
San Carlos Flight School,Porto Rico,North America,1957.8125,0,0,3,16,0.0,0.0,0.0
Sapsan Airline,Kirghizistan,Asia,1970.6666666666667,0,0,2,6,0.0,0.0,0.0
Saudi Arabia - Air Force,Guernesey,Europe,1992.1176470588236,0,0,3,34,0.0,0.0,0.0
Saudia,Arabie saoudite,Asia,2002.871794871795,19,19,7,78,24.35897435897436,24.35897435897436,0.2435897435897435
SaxonAir,Territoire britannique de l'océan Indien,Asia,1991.5,0,0,6,10,0.0,0.0,0.0
Scanwings,Finlande,Europe,1991.7,0,1,5,10,0.0,10.0,0.0
Scoot,Singapour,Asia,2015.1764705882356,10,17,2,17,58.82352941176471,100.0,0.5882352941176471
Searca,Colombie,South America,1981.5263157894735,0,0,3,19,0.0,0.0,0.0
Secure Air Charter,Porto Rico,North America,1983.0,0,0,1,7,0.0,0.0,0.0
Sepehran Airlines,Iran,Asia,1986.0833333333333,0,0,2,12,0.0,0.0,0.0
Serene Air,Pakistan,Asia,1992.0,0,0,2,6,0.0,0.0,0.0
Sevenair,Allemagne,Europe,1989.636363636364,0,0,9,22,0.0,0.0,0.0
Severstal Aircompany,Russie,Europe,1999.5,0,0,2,8,0.0,0.0,0.0
Shandong Airlines,Taïwan,Asia,1998.1294964028775,13,13,3,139,9.352517985611511,9.352517985611511,0.0935251798561151
